returns
0.756652
0.022182
0.175558
-0.222087
-0.334889
0.213793
1.210268
0.227896
-0.264026
0.083512
0.208569
-0.252171
0.958333
0.208948
0.256128
-0.361722
0.132518
0.089149
0.124199
0.619454
0.030366
0.355613
0.500526
-0.840939
0.047066
0.004941
-0.730923
-0.030145
-0.218100
1.138870
0.225994
0.212491
-0.529074
0.190686
0.259131
0.639864
0.244672
0.232645
0.107094
-0.045730
0.169169
0.238033
-0.361330
-1.351285
0.348663
0.924381
0.086399
-0.275654
0.892743
0.404474
-0.127246
-0.392831
0.185418
0.231205
-0.100514
0.121109
0.873169
0.116464
-0.318810
0.220049
-0.137477
-0.363172
-0.527401
0.439451
0.705751
-0.143655
-0.447085
-0.115643
0.127052
-0.604235
0.226255
-0.047444
0.198259
0.638211
0.489540
0.086003
-0.085170
-0.292850
0.293770
-0.523567
0.358420
0.854371
-1.122757
-0.116569
-0.105471
0.581433
0.663512
0.539597
0.173669
-0.092437
0.074024
0.143728
-0.113703
-0.703498
-0.321915
0.763973
0.768632
0.107983
-0.082954
0.288655
-0.136221
-0.081532
-0.352144
-0.121187
-3.468317
0.560313
-0.255220
-1.136052
-0.936544
1.553582
-0.242303
0.716886
0.071986
0.272252
-2.032605
0.673340
0.372598
-0.378607
1.093672
0.637569
1.712312
-0.030619
0.113663
0.101014
-0.614212
-0.792355
0.378196
-0.113176
0.263930
0.932234
0.115505
0.309219
0.063096
0.265888
-0.653059
0.624853
0.353024
1.069714
0.218755
0.073543
-0.115981
0.930294
-0.226175
-0.030891
1.018133
-0.074018
-0.007826
-0.778869
0.269343
0.651468
0.436731
0.219213
0.260595
-0.112373
0.326564
-1.391404
0.968373
-0.175074
-0.126175
0.866877
-0.087579
0.665271
0.158548
-0.060033
-0.116500
-0.966033
0.549492
0.161244
0.802584
0.029711
0.377926
0.189084
-0.530483
-0.882151
-1.752754
1.141263
0.100395
-1.063948
1.522646
0.485854
0.656900
-0.117113
0.177301
-1.355885
0.622265
-1.285358
-0.316567
-0.319596
0.905157
-0.037600
-0.152512
1.073840
0.362249
0.038983
0.334623
0.096356
-1.414321
0.576365
1.909722
0.314364
-0.187724
-0.005458
-0.202309
0.451129
-1.217863
0.491152
-1.976219
0.470785
-2.329626
-1.594935
1.029624
-1.260441
0.728491
0.440153
-2.654375
2.419334
0.620160
1.411408
-2.960739
0.042077
-0.045305
-1.811431
-1.386560
0.329102
2.460871
-0.022741
0.112829
1.175512
-0.103008
1.157727
-0.846135
-2.343083
2.196412
-0.413877
1.125898
1.051046
-1.145889
0.429412
-1.686622
-0.123058
1.367456
0.008985
0.846180
0.024443
-0.507818
2.925024
0.612864
-0.668100
0.465129
-0.521421
-0.030039
0.545354
0.394933
-0.298118
1.333193
-0.022281
-0.450962
0.215319
0.960253
-0.317428
0.813848
-0.167009
-0.511622
0.479646
-0.833917
-0.653093
0.180363
-0.071043
-2.557328
0.384061
0.884510
-0.239919
-0.093408
1.382988
0.375488
-0.642116
1.203423
-2.638128
0.084444
-0.491254
1.209145
-2.932756
-0.053378
-1.424478
-0.994600
2.913519
-0.702713
-1.317019
0.527255
-1.741802
0.452843
-1.588465
1.693272
-2.319645
1.497239
2.860209
0.051871
0.781245
-0.584510
-0.649802
1.523237
1.507914
-0.173568
0.755219
-2.522884
0.609234
0.126656
-1.370403
-1.497866
0.632203
-0.131859
0.494244
1.671208
0.811924
0.085087
-1.424005
0.154601
-0.680935
-1.439561
0.004224
-2.450932
0.326550
-1.831003
1.366632
0.799037
-1.355315
1.091287
-2.488278
-0.556984
-2.905036
-0.600319
-1.104292
2.148442
1.010497
-1.582970
1.759056
0.620201
-0.472176
1.681449
1.227973
-1.042063
-3.195320
-0.758140
0.792801
-0.416148
0.593124
0.730813
1.364630
-1.337924
0.087998
-0.085404
0.838311
-1.282513
0.792285
1.385491
0.696015
-0.087721
-0.889964
-2.704747
0.057579
-0.340539
0.528056
-2.197170
-0.836812
-1.542124
3.717208
-0.895334
0.516916
-2.074103
-0.891645
4.245178
-2.424496
2.398669
1.536367
0.234613
-0.872352
-1.141824
-0.790795
0.572948
3.593859
-0.189183
0.134387
0.083823
0.160383
-0.505780
-0.804984
0.451629
-2.033195
-0.334155
0.464211
2.273350
0.066515
1.818124
-0.151129
-0.876800
0.294215
0.648451
0.653697
-0.100937
-0.384646
-0.380407
1.718295
0.327783
-0.449135
0.769417
-1.807155
0.371179
-0.668321
1.106301
-0.034244
0.404782
1.062670
0.129263
0.094028
-0.923135
-1.601130
0.265961
-1.316816
0.688846
0.400513
0.537717
0.155840
-1.046203
-0.574559
-0.028446
1.953839
-3.084697
0.083592
-0.239584
-1.685211
0.332193
1.508850
0.012311
-0.672910
-0.966959
0.379456
-1.850062
0.009531
-0.277261
0.588564
-2.932299
-0.367519
0.130946
0.387820
-1.816139
0.113616
-0.834320
1.712258
-2.273394
0.703199
-1.104771
-0.898562
-1.085902
2.510578
1.205480
0.032796
-0.049720
1.353430
0.410640
-2.308219
0.420974
-1.855433
2.339824
1.671423
-1.310152
-0.553616
-0.892385
2.876098
0.339659
-1.789150
2.393507
0.698497
-1.200843
-0.287343
0.556404
0.411817
-1.505557
-0.927267
0.623957
0.253720
1.137491
-1.958320
0.372861
0.802489
1.488238
-1.368143
-0.405028
-0.199284
-2.987982
0.447300
2.055240
-3.409593
0.619166
1.384861
0.216377
-4.709366
1.756552
-4.709847
4.338401
4.029880
